"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="20804560368497052","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20814683920349104","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23844728105257277","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20786003761120323","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","6","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23865151041540295","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20769382888075817","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="20769382888075817","gracelandfruit蓝莓果干141gx2包美国进口烘焙零食","138.00","1","a1c18d039f688cfb0e79a6e41266f24c","组合套餐：graceland fruit","null","null","交易成功","a1c18d039f688cfb0e79a6e41266f24c"
="20713981516777250","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20640381992860123","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23708709089239885","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23707811079682867","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23686371387383898","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="20469401470166707","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23602128210694360","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20406561250782835","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23590110709467164","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23571908257238883","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23571908257238883","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="5165137805805538","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20311161638582301","gracelandfruit美国进口整粒蔓越莓果干226gx2包组合零食烘焙","156.00","1","563768b459bbf959bbb4d6972239c1fc","组合套餐：graceland fruit","null","null","交易成功","563768b459bbf959bbb4d6972239c1fc"
="5158779578111040","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","3","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23508371931329065","gracelandfruit美国进口整粒蔓越莓果干226gx2包组合零食烘焙","156.00","1","563768b459bbf959bbb4d6972239c1fc","组合套餐：graceland fruit","null","null","交易成功","563768b459bbf959bbb4d6972239c1fc"
="20256123650744328","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="20254541994284425","gracelandfruit苹果蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：苹果混合果干","null","null","交易成功","null"
="23413328386284294","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23413328386284294","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23395288016851497","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23394129353473286","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="20161442652526718","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="20158443999526718","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23366931237435276","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23366931237435276","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="5100858432190155","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23340409952999869","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="20013920451727758","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易关闭","P01792"
="20018183140461209","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23266168638558796","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23279950107371468","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19953582537838824","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易关闭","P01792"
="19951503163838824","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23236849839395877","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23224409639605083","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19879100274855010","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19865640236352339","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19903881205720516","gracelandfruit芒果干蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：芒果混合果干","null","null","交易成功","null"
="23181911787304574","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="23181911787304574","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19867281651927610","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19852441175567759","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23116950130858893","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19782122840416332","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19697640772319555","gracelandfruit芒果干蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：芒果混合果干","null","null","交易成功","null"
="19697640772319555","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="23036010691784590","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","5","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22982668574939477","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22974828498887588","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19633062934936923","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19633062934936923","gracelandfruit芒果干蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：芒果混合果干","null","null","交易成功","null"
="19628043847661848","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19607363925452807","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="19566460513778802","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19566460513778802","gracelandfruit美国进口樱桃果干零食141.7gx2包烘焙车厘子干","158.00","1","P01793","组合套餐：graceland fruit","null","null","交易成功","P01793"
="19589043381242640","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22976751799376792","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22951750640501989","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="19516540147034027","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="19537983841658245","gracelandfruit芒果干蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：芒果混合果干","null","null","交易成功","null"
="19537983841658245","gracelandfruit苹果蓝莓蔓越莓混合果干454克/袋","189.00","1","null","食品口味：苹果混合果干","null","null","交易成功","null"
="22932151160228484","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22925791244164762","gracelandfruit蓝莓果干141gx2包美国进口烘焙零食","138.00","2","a1c18d039f688cfb0e79a6e41266f24c","组合套餐：graceland fruit","null","null","交易成功","a1c18d039f688cfb0e79a6e41266f24c"
="22924911307793688","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="22908249191596186","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="22908249191596186","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22901109085317083","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19495542221015924","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19495542221015924","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="19489042930577647","gracelandfruit蓝莓果干141gx2包美国进口烘焙零食","138.00","1","a1c18d039f688cfb0e79a6e41266f24c","组合套餐：graceland fruit","null","请发新鲜的，请加厚包装，谢谢！","交易成功","a1c18d039f688cfb0e79a6e41266f24c"
="19457660545577647","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易关闭","P01792"
="22862828384595981","gracelandfruit美国进口樱桃果干零食141.7gx2包烘焙车厘子干","158.00","1","P01793","组合套餐：graceland fruit","null","null","交易成功","P01793"
="19446320159096352","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","尽快发货","交易成功","P01792"
="19464802525600151","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易关闭","P01792"
="19455261640946840","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="22808829340571375","gracelandfruit蓝莓果干141gx2包美国进口烘焙零食","138.00","2","a1c18d039f688cfb0e79a6e41266f24c","组合套餐：graceland fruit","null","null","交易成功","a1c18d039f688cfb0e79a6e41266f24c"
="19328580792849915","gracelandfruit美国进口蔓越莓果干整粒226gx2包烘焙零食特产*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="22786329106339688","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易关闭","P01792"
="19336221296431213","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19306863276679601","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19276480610679137","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19301522113034541","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="19286123100706017","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="4974036241902755","gracelandfruit蓝莓果干141gx2包零食小吃烘焙美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
