单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0325661722544913,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 10:20:15,交易出库,可销售库存,-2,215,152402667047800195,152402667047800195
LBX0325661722837630,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1361,152430778045269194,152430778045269194
LBX0325661722837630,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1733,152430778045269194,152430778045269194
LBX0325661722647784,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1364,137721164819447141,137721164819447141
LBX0325661722647784,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1736,137721164819447141,137721164819447141
LBX0325661722648317,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-2,342,152417618046590792,152417618046590792
LBX0325661722587830,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1362,152404067652896794,152404067652896794
LBX0325661722587830,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1734,152404067652896794,152404067652896794
LBX0325661722658377,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1363,151579539010947516,151579539010947516
LBX0325661722658377,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:20:04,交易出库,可销售库存,-1,1735,151579539010947516,151579539010947516
LBX0325661722598390,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:19:07,交易出库,可销售库存,-1,1365,152442816801755960,152442816801755960
LBX0325661722598390,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:19:07,交易出库,可销售库存,-1,1737,152442816801755960,152442816801755960
LBX0325661722678032,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:18:54,交易出库,可销售库存,-2,344,137883875134256350,137883875134256350
LBX0325661722654772,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:18:54,交易出库,可销售库存,-1,1366,137826586366653148,137826586366653148
LBX0325661722654772,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:18:54,交易出库,可销售库存,-1,1738,137826586366653148,137826586366653148
LBX0325661722654772,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 10:18:54,交易出库,可销售库存,-2,217,137826586366653148,137826586366653148
LBX0325661722841051,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:18:43,交易出库,可销售库存,-1,1367,152457600960602373,152457600960602373
LBX0325661722841051,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 10:18:43,交易出库,可销售库存,-1,1739,152457600960602373,152457600960602373
LBX0325661722603975,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:18:08,交易出库,可销售库存,-2,346,152392529140451769,152392529140451769
LBX0325661722601832,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:16:14,交易出库,可销售库存,-2,348,152405803305451769,152405803305451769
LBX0325661722585183,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:15:16,交易出库,可销售库存,-2,350,137822358317288959,137822358317288959
LBX0325661722595365,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:15:05,交易出库,可销售库存,-2,352,151574919416087028,151574919416087028
LBX0325661722572261,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:14:31,交易出库,可销售库存,-2,354,152408602175295164,152408602175295164
LBX0325661722615509,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:14:19,交易出库,可销售库存,-2,356,151239309180015703,151239309180015703
LBX0325661722687743,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 10:13:02,交易出库,可销售库存,-2,358,151581639326087111,151581639326087111
LBX0325661722425621,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:59:07,交易出库,可销售库存,-2,464,137706604819307156,137706604819307156
LBX0325661722425621,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:59:07,交易出库,可销售库存,-2,219,137706604819307156,137706604819307156
LBX0325661722418994,XY521074093868,Graceland Fruit 蔓越莓切片果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:56:40,交易出库,可销售库存,-5,295,151564503472365915,151564503472365915
LBX0325661722418994,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:56:40,交易出库,可销售库存,-6,360,151564503472365915,151564503472365915
LBX0325661722418988,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:54:06,交易出库,可销售库存,-1,1368,151564643397820302,151564643397820302
LBX0325661722418988,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:54:06,交易出库,可销售库存,-1,1740,151564643397820302,151564643397820302
LBX0325661722420857,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:53:43,交易出库,可销售库存,-2,221,152427752849904870,152427752849904870
LBX0325661722419671,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:52:58,交易出库,可销售库存,-2,366,152376261299683582,152376261299683582
LBX0325661722419671,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:52:58,交易出库,可销售库存,-2,466,152376261299683582,152376261299683582
LBX0325661722426441,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:52:58,交易出库,可销售库存,-1,1741,152376317221279086,152376317221279086
LBX0325661722413983,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:52:57,交易出库,可销售库存,-2,468,152396086948478881,152396086948478881
LBX0325661722419667,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:52:57,交易出库,可销售库存,-2,1742,137772293513853937,137772293513853937
LBX0325661722419807,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-24 09:52:24,交易出库,可销售库存,-1,114,152430412059103475,152430412059103475
LBX0325661722414839,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:52:12,交易出库,可销售库存,-1,1369,137772853296721259,137772853296721259
LBX0325661722414839,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:52:12,交易出库,可销售库存,-1,1744,137772853296721259,137772853296721259
LBX0325661722421500,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:52:12,交易出库,可销售库存,-2,223,152398298265627064,152398298265627064
LBX0325661722415912,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:52:01,交易出库,可销售库存,-2,470,137812502022031636,137812502022031636
LBX0325661722424568,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:51:49,交易出库,可销售库存,-1,1370,137706100916753831,137706100916753831
LBX0325661722414632,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:51:26,交易出库,可销售库存,-2,225,152396590733587594,152396590733587594
LBX0325661722405938,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:51:03,交易出库,可销售库存,-2,227,151251180325212619,151251180325212619
LBX0325661722570132,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:30:32,交易出库,可销售库存,-2,368,152409862395451769,152409862395451769
LBX0325661722537584,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:29:35,交易出库,可销售库存,-2,370,152440968084661368,152440968084661368
LBX0325661722558282,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:29:00,交易出库,可销售库存,-2,1745,151425286945768520,151425286945768520
LBX0325661722530047,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:28:26,交易出库,可销售库存,-1,1747,152436768770690188,152436768770690188
LBX0325661722503056,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:27:51,交易出库,可销售库存,-1,1748,151569515383677525,151569515383677525
LBX0325661722538410,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:27:28,交易出库,可销售库存,-2,374,151571615940611015,151571615940611015
LBX0325661722571173,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:27:28,交易出库,可销售库存,-2,372,152441556301878293,152441556301878293
LBX0325661722528820,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:27:28,交易出库,可销售库存,-2,472,151572819033611015,151572819033611015
LBX0325661722530280,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:27:28,交易出库,可销售库存,-2,376,151233457593347020,151233457593347020
LBX0325661722519270,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:27:27,交易出库,可销售库存,-2,229,152437384423850584,152437384423850584
LBX0325661722543128,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:27:05,交易出库,可销售库存,-2,378,151233989319154226,151233989319154226
LBX0325661722551109,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:26:42,交易出库,可销售库存,-2,231,151424586947611015,151424586947611015
LBX0325661722547457,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:25:57,交易出库,可销售库存,-2,1372,151425062806644323,151425062806644323
LBX0325661722543958,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:25:57,交易出库,可销售库存,-1,1371,152387461510878293,152387461510878293
LBX0325661722528444,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-24 09:21:24,交易出库,可销售库存,-1,115,152438644590185976,152438644590185976
LBX0325661722519871,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:21:24,交易出库,可销售库存,-2,380,152397347908628884,152397347908628884
LBX0325661722508371,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:20:16,交易出库,可销售库存,-1,1374,137875027182316456,137875027182316456
LBX0325661722525432,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:18:56,交易出库,可销售库存,-2,382,137818410901997746,137818410901997746
LBX0325661722514100,XY521074725008,Graceland Fruit 蔓越莓切片果干 1000克,菜鸟上海保税1号仓,2018-04-24 09:15:43,交易出库,可销售库存,-1,184,137772209295904155,137772209295904155
LBX0325661722509626,XY521074725008,Graceland Fruit 蔓越莓切片果干 1000克,菜鸟上海保税1号仓,2018-04-24 09:14:02,交易出库,可销售库存,-1,185,151423186616022528,151423186616022528
LBX0325661722435339,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:12:43,交易出库,可销售库存,-2,1375,152397822835690188,152397822835690188
LBX0325661722475166,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:12:43,交易出库,可销售库存,-2,384,137815582565314937,137815582565314937
LBX0325661722439361,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-24 09:12:20,交易出库,可销售库存,-1,291,152429488320224970,152429488320224970
LBX0325661722437249,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:12:08,交易出库,可销售库存,-2,1749,137869147323635145,137869147323635145
LBX0325661722433995,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-1,1377,152375953564903069,152375953564903069
LBX0325661722433995,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-1,1751,152375953564903069,152375953564903069
LBX0325661722433995,708390000210,GracelandFruit莓果橙皮 混合果干 454克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-1,41,152375953564903069,152375953564903069
LBX0325661722433995,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-2,386,152375953564903069,152375953564903069
LBX0325661722433995,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-2,474,152375953564903069,152375953564903069
LBX0325661722441614,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-1,292,152401014399103475,152401014399103475
LBX0325661722441614,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-2,1378,152401014399103475,152401014399103475
LBX0325661722441614,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-4,390,152401014399103475,152401014399103475
LBX0325661722438295,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-2,388,152390487175883972,152390487175883972
LBX0325661722438295,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:23,交易出库,可销售库存,-2,476,152390487175883972,152390487175883972
LBX0325661722474237,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:11:11,交易出库,可销售库存,-2,233,137815722520021048,137815722520021048
LBX0325661722442851,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-24 09:11:00,交易出库,可销售库存,-4,235,152380209376837174,152380209376837174
LBX0325661722464242,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-24 09:11:00,交易出库,可销售库存,-2,478,137708788754021048,137708788754021048
LBX0325661722430372,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-24 09:11:00,交易出库,可销售库存,-1,116,137772041662786845,137772041662786845
LBX0325661722443370,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:10:45,交易出库,可销售库存,-1,1752,152428760986360876,152428760986360876
LBX0325661722432854,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:10:21,交易出库,可销售库存,-1,1753,137707444582460850,137707444582460850
LBX0325661722472163,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:10:10,交易出库,可销售库存,-1,1380,151566855977853020,151566855977853020
LBX0325661722472163,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-24 09:10:10,交易出库,可销售库存,-1,1754,151566855977853020,151566855977853020
